title,original_airdate,production_number,dialogue
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"Agreed, Captain. And Parmen wouldn't have treated you so  brutally if he had any intention of releasing you or the Enterprise."
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"Whose harmony? Yours? Plato wanted truth and beauty, and above  all, justice."
Plato's  Stepchildren ,"22 Nov, 1968 ",67,Two spacemen marching to a drum.   KIRK +
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"We slith among the mimsey toves, and gyre among the  borogoves."
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"I trust they did not injure you too much, Captain."
Plato's  Stepchildren ,"22 Nov, 1968 ",67,The humiliation must have been most difficult for you to bear. I  can understand.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"That may be, Doctor. However, I have noted that the healthy  release of emotion is frequently very unhealthy for those closest to  you."
Plato's  Stepchildren ,"22 Nov, 1968 ",67,So it would seem. Captain.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,Do you still feel anger toward Parmen?
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"And you, Doctor?"
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"Then you must release it, gentlemen, as I must master mine. I  might have seriously injured you, Captain, even killed you. They have  evoked such great hatred in me, I cannot allow it to go further. I must  master it. I must control."
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"Alexander, it is possible for you to recall how long after you  arrived here that that power began to develop?"
Plato's  Stepchildren ,"22 Nov, 1968 ",67,And would you know how many months' supplies you brought with  you?
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"That's close enough, Alexander. Fascinating. Their power  developed two or three months after they started eating the native  foods."
Plato's  Stepchildren ,"22 Nov, 1968 ",67,Then it is logical to assume that there is a connection between  the psychokinetic power and the eating of the native foods.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,Perhaps his system cannot absorb the crucial element.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,The probabilities are that Alexander was born with some  biochemical deficiency relative to Platonius.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,The pituitary hormones confirm the hypothesis. They also  regulate body growth.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,Yes. It's also obvious why Parmen kept this little utopia  secret. Anyone coming down here and remaining long enough would acquire  the power.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"The point is well taken. However, the psychokinetic power is not  additive. If it were, considering the Platonians' hostile propensities,  two or three of them would have combined forces centuries ago and  deposed Parmen."
Plato's  Stepchildren ,"22 Nov, 1968 ",67,The time factor concerns me. It may take days or even weeks  before there's enough build up from the kironide to be of any benefit  to us.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"I have experienced a slight flush, Captain."
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"Take care, young ladies, and value your wine. Be  watchful of young men in their velvet prime.   Deeply they'll swallow from your finest kegs. Then swiftly be gone  leaving bitter dregs. Ah, bitter dregs.   With smiling words and tender touch. Man offers little and asks for so  much""   He loves in the breathless excitement of night, then leaves with your  treasure in cold morning light. Ah, in cold morning light"""
Plato's  Stepchildren ,"22 Nov, 1968 ",67,We have tried.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,I haven't the power. I'm deeply sorry. We've failed you.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,Quite possible and logical.
Plato's  Stepchildren ,"22 Nov, 1968 ",67,"That would be highly uncharacteristic. We must expect, Parmen,  that the moment we leave here, your fear would be gone and you would  again be as sadistic and as arrogant as your twenty five hundred years  have made you."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Evidently a civilisation of high order, rating number seven on  the industrial scale. Humanoid in appearance, according to the  paintings. An abundance of literature, which I shall have translated  and processed. Certain structures hold evidence of recent occupancy  while others are apparently long abandoned."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Instrument readings indicate life-form, but of a highly unusual  and intermittent nature. They have no discernible form or location. A  most puzzling phenomenon, Captain. I shall have to study it further."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Unknown at present, Captain."
Wink  Of An Eye ,"29 Nov, 1968 ",68,It is logical to assume that this distress call was  pre-recorded. What we received was evidently a delayed taped message.
Wink  Of An Eye ,"29 Nov, 1968 ",68,It would seem that some force or agent only partially  discernible to our instruments may have been responsible.
Wink  Of An Eye ,"29 Nov, 1968 ",68,I have a reading from Life Support centre. Alien substances  being introduced.
Wink  Of An Eye ,"29 Nov, 1968 ",68,"It is a force field, Captain, the nature of which I'm not  familiar with. I'm getting readings of an alien presence similar to  those obtained on the planet's surface, but they seem to have no exact  location."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"It would seem, Captain, that they intend to allow only the two  of us to enter. I should advise caution."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Unknown, Captain. But it is evidently a device of alien origin."
Wink  Of An Eye ,"29 Nov, 1968 ",68,Life support is still operating. I would say that the  installation is incomplete.
Wink  Of An Eye ,"29 Nov, 1968 ",68,"It seems that we may look at it, Captain, but that is all."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Yes. Evidently they are convinced that we can do nothing to stop  them, and they wish to impress upon us what they can do to us."
Wink  Of An Eye ,"29 Nov, 1968 ",68,Affirmative.
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Computer, analyse and reply. Have we been invaded?"
Wink  Of An Eye ,"29 Nov, 1968 ",68,Nature and description of enemy forces.
Wink  Of An Eye ,"29 Nov, 1968 ",68,Number of enemy forces.
Wink  Of An Eye ,"29 Nov, 1968 ",68,Purpose of the invasion?
Wink  Of An Eye ,"29 Nov, 1968 ",68,Is there a connection between this and Compton's disappearance?
Wink  Of An Eye ,"29 Nov, 1968 ",68,Are we at present capable of resisting?
Wink  Of An Eye ,"29 Nov, 1968 ",68,Your recommendation?
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Your recommendations, Captain?"
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Lieutenant, did you see what happened?"
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Mister Sulu, do you verify?"
Wink  Of An Eye ,"29 Nov, 1968 ",68,"I'm getting a trace reading similar to that  on the planet. Mister Sulu, did you drink your coffee?"
Wink  Of An Eye ,"29 Nov, 1968 ",68,Did anyone else?
Wink  Of An Eye ,"29 Nov, 1968 ",68,May I?
Wink  Of An Eye ,"29 Nov, 1968 ",68,I cannot give you that answer until these have been analysed.
Wink  Of An Eye ,"29 Nov, 1968 ",68,"I suggest that we recall the captain's words, Make them take the  next step. It would seem they have taken it. And we must determine  effective countermeasures. Mister Scott, you have the conn. I shall be  in the medical lab."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Nurse, programme the information and  determine whether we can find counteragents.  Doctor,  did you just"
Wink  Of An Eye ,"29 Nov, 1968 ",68,"I know what it is. We brought it with us from Scalos. If you'll  excuse me, I shall be on the bridge."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Lieutenant, will you replay the Scalosian  distress call on my viewer?"
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Lieutenant Uhura, notify the rest of the crew."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Mister Scott, we cannot cope with them on our level."
Wink  Of An Eye ,"29 Nov, 1968 ",68,That is a very logical suggestion. Stand by in the transporter  room.
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Yes, it counteracts the substance most effectively."
Wink  Of An Eye ,"29 Nov, 1968 ",68,By drinking the Scalosian water.
Wink  Of An Eye ,"29 Nov, 1968 ",68,"It is somewhat stimulating. You seem to be moving very slowly,  Doctor. Fascinating."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"If you will devote yourself exclusively to the concerns of  Scalos, madam, we shall be pleased to remain and take care of the  Enterprise."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Doctor McCoy and I have synthesised a possible counteragent to  the Scalosian water. Regrettably, we did not have the opportunity to  test it."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"You do seem to be moving very slowly, Captain."
Wink  Of An Eye ,"29 Nov, 1968 ",68,"Thank you, Captain. I found it an accelerating experience."
That  Which Survives ,"24 Jan, 1969 ",69,"I suggest no supernatural explanation, Captain. I merely point  out that the facts do not fit any known categories of planets."
That  Which Survives ,"24 Jan, 1969 ",69,Undoubtedly. The age of this planet would seem to be only a few  thousand years. It would be impossible for vegetation to evolve in so  short a period.
That  Which Survives ,"24 Jan, 1969 ",69,But its mass and atmosphere are similar to Earth.
That  Which Survives ,"24 Jan, 1969 ",69,"It would be impossible, Captain. An atmosphere could not evolve  in so short a period of time."
That  Which Survives ,"24 Jan, 1969 ",69,Evidently. But the inconsistencies are so compounded as to  present a seemingly impossible phenomenon.
That  Which Survives ,"24 Jan, 1969 ",69,"Precisely, Captain."
That  Which Survives ,"24 Jan, 1969 ",69,"Lieutenant Rahda, report to the bridge immediately."
That  Which Survives ,"24 Jan, 1969 ",69,Yes. I believe no permanent damage was done.
That  Which Survives ,"24 Jan, 1969 ",69,The occipital area of my head seems to have impacted with the  chair.
That  Which Survives ,"24 Jan, 1969 ",69,That we have yet to ascertain.
That  Which Survives ,"24 Jan, 1969 ",69,"Dead? Spock to Sickbay.   M'BENGA : Sickbay, Doctor M'Benga."
That  Which Survives ,"24 Jan, 1969 ",69,Report on the death of the transporter officer.    M'BENGA: We're not sure. Doctor Sanchez is  conducting an autopsy right now.
That  Which Survives ,"24 Jan, 1969 ",69,"Give me a full report as soon as possible,  please. Spock out. Mister Scott, have the transporter checked for  possible malfunction."
That  Which Survives ,"24 Jan, 1969 ",69,The stars.
That  Which Survives ,"24 Jan, 1969 ",69,Wrong?
That  Which Survives ,"24 Jan, 1969 ",69,A positional change.
That  Which Survives ,"24 Jan, 1969 ",69,"Nine hundred and ninety point seven light years to be exact,  Lieutenant."
That  Which Survives ,"24 Jan, 1969 ",69,"Mister Scott, since we are here, your statement is not only  illogical but also unworthy of refutation. It is also illogical to  assume that any explosion, even that of a small star going supernova,  could have hurled us a distance of nine hundred and ninety point seven  light years."
That  Which Survives ,"24 Jan, 1969 ",69,"That is correct, Mister Scott, by all the laws that we know.  There was no period of unconsciousness. Our ship's chronometers  registered a matter of only a few seconds. Therefore, we were displaced  through space in some manner which I am unable to fathom."
That  Which Survives ,"24 Jan, 1969 ",69,"Please, Mister Scott, restrain your leaps of illogic. I have  said nothing. I was merely speculating.   M'BENGA : Sickbay to Mister Spock."
That  Which Survives ,"24 Jan, 1969 ",69,"Spock here.    M'BENGA: You asked for an autopsy report. It's only  preliminary, but the cause of death seems to have been cellular  disruption."
That  Which Survives ,"24 Jan, 1969 ",69,Explain.    M'BENGA: It's as though every cell in the body had  been individually blasted from inside.
That  Which Survives ,"24 Jan, 1969 ",69,"Would any known disease organism do that?    M'BENGA: Doctor Sanchez has ruled that possibility  out, sir."
That  Which Survives ,"24 Jan, 1969 ",69,"Please keep me fully advised. Spock out. He  was in the transporter room. Someone may have entered after Captain  Kirk and his party left. Mister Scott, since the Enterprise is  obviously functional, I suggest we return to our starting place at top  warp speed."
That  Which Survives ,"24 Jan, 1969 ",69,"In that case, Mister Scott, I suggest we start at once. Can you  give me warp eight?"
That  Which Survives ,"24 Jan, 1969 ",69,"That position, Mister Scott, would not only be unavailing but  also undignified. Lieutenant Rahda, plot a course."
That  Which Survives ,"24 Jan, 1969 ",69,Good. Then prepare to come to warp eight.
That  Which Survives ,"24 Jan, 1969 ",69,"Eleven point three three seven hours, Lieutenant. I wish you  would be more precise."
That  Which Survives ,"24 Jan, 1969 ",69,Spock here.
That  Which Survives ,"24 Jan, 1969 ",69,"Feels, Mister Scott?"
That  Which Survives ,"24 Jan, 1969 ",69,"That is obvious, Mister Scott. I suggest you avoid emotionalism  and simply keep your instruments correct."
That  Which Survives ,"24 Jan, 1969 ",69,Spock here.
That  Which Survives ,"24 Jan, 1969 ",69,"Do you know what he died of, Mister Scott?"
That  Which Survives ,"24 Jan, 1969 ",69,"Security alert, all decks. Female intruder, extremely dangerous.  Security alert. All decks."
That  Which Survives ,"24 Jan, 1969 ",69,"Spock to Sickbay. Have you completed the  autopsy on Watkins, Doctor?   M'BENGA : Yes, we have, Mister Spock."
That  Which Survives ,"24 Jan, 1969 ",69,"Was the cause of his death the same as that which killed the  transporter officer?    M'BENGA: Well, the pattern of cellular disruption  was the same, but as to the cause, well your guess is as good as mine."
That  Which Survives ,"24 Jan, 1969 ",69,"My guess, Doctor, would be valueless. I  suggest we refrain from guessing and find some facts."
That  Which Survives ,"24 Jan, 1969 ",69,"The power of this intruder to disrupt every  cell in a body, combined with the almost inconceivable power required  to hurl the Enterprise such a distance, speak of a very high culture  and a very great danger."
That  Which Survives ,"24 Jan, 1969 ",69,"A reasonable assumption, Mister Scott."
That  Which Survives ,"24 Jan, 1969 ",69,"If there are more of those beings on that planet, the captain  and the others are in very great danger."
That  Which Survives ,"24 Jan, 1969 ",69,Very well. Cancel Red Alert but maintain increased security.
That  Which Survives ,"24 Jan, 1969 ",69,"Please update our subspace report to Starfleet to include  security search, results negative."
That  Which Survives ,"24 Jan, 1969 ",69,Presumably the same way she got on.
That  Which Survives ,"24 Jan, 1969 ",69,"Lieutenant, we are not engaged in gambling. We are proceeding in  the only logical way to return to the place they were last seen, and  factually ascertain whether or not they still live."
That  Which Survives ,"24 Jan, 1969 ",69,Very well. Reduce speed to warp seven.
That  Which Survives ,"24 Jan, 1969 ",69,Bridge to Engineering. Negative effect on power reduction. Speed  is still increasing.
That  Which Survives ,"24 Jan, 1969 ",69,"I would calculate fourteen point eight seven  minutes, Mister Scott."
That  Which Survives ,"24 Jan, 1969 ",69,Sabotage.
That  Which Survives ,"24 Jan, 1969 ",69,You said it was fused. How?
That  Which Survives ,"24 Jan, 1969 ",69,"Worries, Mister Scott?"
That  Which Survives ,"24 Jan, 1969 ",69,Interesting.
That  Which Survives ,"24 Jan, 1969 ",69,"No, but the method is fascinating."
That  Which Survives ,"24 Jan, 1969 ",69,A force that could hurl us nine hundred and ninety point seven  light years away and at that distance still be able to sabotage our  main source of energy  will not be waiting around to be taken into custody.
That  Which Survives ,"24 Jan, 1969 ",69,"As I recall the pattern of our fuel flow, there is an access  tube leading to the matter-antimatter reaction chamber."
That  Which Survives ,"24 Jan, 1969 ",69,"Still, it is there, and it might be possible to shut off the  fuel at that point."
That  Which Survives ,"24 Jan, 1969 ",69,A magnetic probe.
That  Which Survives ,"24 Jan, 1969 ",69,I shall try.
That  Which Survives ,"24 Jan, 1969 ",69,"Unless a solution is found quickly, that fate awaits all of us."
That  Which Survives ,"24 Jan, 1969 ",69,"Very well, Mister Scott. You spoke of the feel of the ship being  wrong."
That  Which Survives ,"24 Jan, 1969 ",69,"I note it, Mister Scott, without necessarily understanding it. I  propose to run an analysis through the ship's computers,  comparing the present condition of the Enterprise with her ideal  condition."
That  Which Survives ,"24 Jan, 1969 ",69,"We have twelve minutes and twenty seven seconds. I suggest you  do whatever you can in the service crawlway, while I make the computer  study."
That  Which Survives ,"24 Jan, 1969 ",69,"Mister Scott, I suggest you refrain from any  further subjective descriptions. You now have ten minutes and nineteen  seconds in which to perform your task."
That  Which Survives ,"24 Jan, 1969 ",69,You now have ten minutes and ten seconds.
That  Which Survives ,"24 Jan, 1969 ",69,I'm aware of these facts. Please get on with the job. Computer.
That  Which Survives ,"24 Jan, 1969 ",69,Analysis on my comparison co-ordinates.
That  Which Survives ,"24 Jan, 1969 ",69,"Lieutenant Uhura, you are monitoring the  magnetic force?"
That  Which Survives ,"24 Jan, 1969 ",69,"Please do not take your eyes off of it. Lieutenant Rahda, arm  the pod jettison system."
That  Which Survives ,"24 Jan, 1969 ",69,Not until my order.
That  Which Survives ,"24 Jan, 1969 ",69,"Mister Scott, what is your situation?"
That  Which Survives ,"24 Jan, 1969 ",69,"You have eight minutes, forty one seconds."
That  Which Survives ,"24 Jan, 1969 ",69,Computer read-out.
That  Which Survives ,"24 Jan, 1969 ",69,Continue.
That  Which Survives ,"24 Jan, 1969 ",69,Understood.
That  Which Survives ,"24 Jan, 1969 ",69,Spock here.
That  Which Survives ,"24 Jan, 1969 ",69,"Mister Scott, ease off."
That  Which Survives ,"24 Jan, 1969 ",69,"Computer, for outphase condition, will reverse field achieve  closure?"
That  Which Survives ,"24 Jan, 1969 ",69,Mister Scott
That  Which Survives ,"24 Jan, 1969 ",69,Please commence. I'll explain.
That  Which Survives ,"24 Jan, 1969 ",69,"Please continue, Mister Scott."
That  Which Survives ,"24 Jan, 1969 ",69,Please continue.
That  Which Survives ,"24 Jan, 1969 ",69,"Mister Scott, you have accomplished your task."
That  Which Survives ,"24 Jan, 1969 ",69,"For what purpose, Mister Scott?"
That  Which Survives ,"24 Jan, 1969 ",69,Feel that something else is necessary.
That  Which Survives ,"24 Jan, 1969 ",69,I had the same misgivings about you. We returned and picked up  your life form readings only a moment ago.
That  Which Survives ,"24 Jan, 1969 ",69,From where this brain had the power to send the Enterprise. Nine  hundred and ninety point seven light years across the galaxy. What a  remarkable culture this is.
That  Which Survives ,"24 Jan, 1969 ",69,"I surmised that, Captain. Its moves were immensely logical. But  what people created this? Are there any representatives here?"
That  Which Survives ,"24 Jan, 1969 ",69,"That is a loss, Captain."
That  Which Survives ,"24 Jan, 1969 ",69,"To do the job of defence, the computer projected a replica of  the only image available. Losira's."
That  Which Survives ,"24 Jan, 1969 ",69,"Beauty is transitory, Doctor. However, she was evidently highly  intelligent."
That  Which Survives ,"24 Jan, 1969 ",69,"Indeed, Captain?"
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"That is exactly what it is, Mister Chekov."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Captain, there is one living creature aboard. Humanoid. He is  either injured or ill. His craft shows internal atmospheric leakage.  The creature may be suffocating."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"You are certain, Doctor, that this pigmentation is the natural  condition of this individual?"
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Negative, Captain."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"There is no theory, Captain, from the basic work of Mendel to  recent nucleotide studies, which would explain our captive. All  gradations of colour from black to brown, to yellow to white are  genetically predictable. We must therefore conclude that this alien is  that often unaccountable rarity, a mutation, one of a kind."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,Yet you are pumping him full of your noxious potions as if he  were a human.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"With your permission, Captain, I shall do some further research  and join you on the bridge.   )Spock leaves.)"
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Negative, Captain."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"There is a vessel out there, Captain."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Negative. This would not be a Romulan vessel. It is totally  alien in configuration. Motive power unknown. Small size of the craft  indicates a rapid scout vessel, one or two-man crew."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,Nothing identifiable. The craft appears to be built for speed  rather than combat.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"None. Completely elusive. In fact, it's invisible."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,There is no sensor failure. The readings persist.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,It just disintegrated. Fascinating.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"It is gone now, Captain, but it seems to have deposited an alien  presence."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,A most unique craft. Pity it couldn't be salvaged for our study.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Elusive, Captain. I am investigating."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Confirmed, Captain. Holding pattern. Co-ordinates now indicate  we are charting course to  Captain, Cheron lies between four oh  three mark seven and mark nine."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Captain, course is now clearly straight for Cheron, despite all  efforts to direct us to Ariannus."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"This is Commander Spock, science officer. Destruct sequence  number two, code one, one A, two B."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Negative, Captain. We are still headed directly for Cheron."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Negative, Captain. The Enterprise is now moving in a circular  course."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Enterprise is now on course to Ariannus, Captain."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,Fascinating. Two irrevocably hostile humanoids.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,That description is not scientifically accurate.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Commissioner, Starfleet Command may not arrive at the solution  you anticipate. There is the matter of the shuttlecraft which Lokai  appropriated. The interrogation of that matter may be of paramount  importance to Starfleet."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,We do not know that Lokai has done that.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"The obvious visual evidence, Commissioner, is that he is of the  same breed as yourself."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Commissioner, perhaps the experience of my own planet Vulcan may  set an example of some value to you. Vulcan was in danger of being  destroyed by the same conditions and characteristics which threaten to  destroy Cheron. We were once a people like yourselves, wildly  emotional, often committed to irrationally opposing points of view,  leading, of course, to death and destruction. Only the discipline of  logic saved my planet from extinction."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Change is the essential process of all existence. For instance,  the people of Cheron must have once been mono-coloured."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,The actual theory is that all life-forms evolved from the lower  levels to the more advanced stages.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Trouble, Mister Chekov?"
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Captain, some of the memory banks of the computer are burned  out."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,I doubt that the same can be said for many of his followers.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Captain, we are within scanning range of Cheron."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Coming within visual range now, Captain."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Several large cities, uninhabited. Extensive traffic systems,  barren of traffic. Lower animal sand vegetation encroaching on the  cities. No sapient life-forms registering at all, Captain. There is no  evidence of natural disaster, yet there are vast numbers of unburied  corpses in all cities."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"All dead, Captain. They have annihilated each other totally."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"None at all, sir."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,Where can he go?
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Captain, I have located them on ship's sensors. Bele is chasing  Lokai on deck three. Bele is passing recreation room three, approaching  the crewmen's lounge. Lokai is running past the crewmen's lounge. Lokai  has just arrived on deck five. Passing recreation room three."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"Negative, Captain. Transporter room is clear. However, there is  a life-form materialising on the planet. It is Lokai. He is back on  Cheron."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,"It is Bele, Captain. And another life-form has appeared on  Cheron."
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,To expect sense from two mentalities of such extreme viewpoints  is not logical.
Let  That Be Your Last Battlefield ,"10 Jan, 1969 ",70,Not to Lokai and Bele. All that matters to them is their hate.
Whom  Gods Destroy ,"3 Jan, 1969 ",71,Governor.
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Governor, you indicated one additional inmate since our last  visit, making a total of fifteen. Is that correct?"
Whom  Gods Destroy ,"3 Jan, 1969 ",71,A total of fifteen incurably insane out of billions is not what  I would call an excessive figure. Who is the new inmate?
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"She sounds rational enough, Captain."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Very well indeed, thank you, Captain."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"If you could create a diversion, I might be able to  find the control room and open the force field."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"I find it mildly interesting and somewhat nostalgic, if I  understand the use of that word."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Yes. It is somewhat reminiscent of the dances that Vulcan  children do in nursery school. Of course, the children are not so well  co-ordinated."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"On what, precisely, is our friendship to be based?"
Whom  Gods Destroy ,"3 Jan, 1969 ",71,Why?
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"How could you, a Starship fleet Captain, believe that a  Federation crew would blindly obey your order to destroy the entire  Antos race, a people famous for their benevolence and peaceful  pursuits?"
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Captain Kirk speaks somewhat figuratively and with undue  emotion. However, what he says is logical and I do, in fact, agree with  it."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Please forgive me, but exactly where is your fleet?"
Whom  Gods Destroy ,"3 Jan, 1969 ",71,Captain Garth
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"As you wish. At any rate, you must be aware of the fact that you  are attempting to recreate the disaster which resulted in your becoming  an inmate in this place."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"On the contrary. You were treated with justice, and with  compassion which you failed to show towards any of your intended  victims. Logically, therefore, one must assume"
Whom  Gods Destroy ,"3 Jan, 1969 ",71,She seems to have worked out an infallible method for assuring  permanent male fidelity. Interesting.
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Thank you, Captain.  We're now armed. I presume  we shall try to reach the control room."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Force field is now off, Captain."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Captain, I suggest you return to the ship at once. Your safety  is vital to the Enterprise."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,I also request permission to remain here in charge of the  security team when they beam down.
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Mister Scott, the Captain's life is in immediate danger. Beam  him aboard at once. The security team will be entrusted to me."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"He's waiting for the proper reply, Captain."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Give him the countersign, Captain."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,Queen to queen's level three.   KIRK
Whom  Gods Destroy ,"3 Jan, 1969 ",71,Arranging to beam down a security team. Are there any  objections?   KIRK
Whom  Gods Destroy ,"3 Jan, 1969 ",71,Fascinating. What maneuver did we use to defeat the Romulan  vessel near Tau Ceti?   KIRK
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Agreed, Captain. Captains. Gentlemen, whichever one of you is  Captain Garth must at this moment be expending a great deal of energy  to maintain the image of Captain Kirk. That energy level cannot be  maintained indefinitely, and I have time."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Captain Kirk, I presume."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,Spock to Enterprise.
Whom  Gods Destroy ,"3 Jan, 1969 ",71,Queen to king's level one.
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"I am Mister Spock, science officer on a Starship."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"Yes, Captain."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"It was not impossible, Captain. Our presence here is proof of  that."
Whom  Gods Destroy ,"3 Jan, 1969 ",71,"The interval of uncertainty was actually fairly brief, Captain.  It only seemed long to you. I was waiting for a victor in the hand to  hand struggle, which I assumed would be Captain Garth. Because of your  depleted condition. Failing a resolution to the struggle, I was forced  to use other means to make my determination."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,"I shall be interested in hearing your description, Captain."
The  Mark Of Gideon ,"17 Jan, 1969 ",72,Lieutenant Uhura.
